kabupaten_kota;gabah_kering_panen;gabah_kering_giling;beras_medium;beras_premium;hama_tikus;wereng_batang_coklat;penggerek_batang_padi;hama_kresek;hama_tungro;hama_blas;dampak_kekeringan;dampak_banjir;periode_update
Mojokerto;5,35;6,325;9,975;11;0;0;  1.10 ;  0.30 ;0;0;0;0;Desember 2022
Jombang;5,5;6,3;9,2;10,6;  0.20 ;0;0;  0.30 ;0;0;0;152;Desember 2022
Nganjuk;;5,975;9;10,5;  253.10 ;  64.82 ;  228.90 ;  195.46 ;  2.32 ;  61.58 ;0;0;Desember 2022
Madiun;5,897;6,591;9,736;10,393;0;  1.20 ;0;0;0;0;0;33;Desember 2022
Magetan;5,688;6,285;10,156;11,75;0;0;  1.10 ;  1.25 ;0;  5.19 ;0;0;Desember 2022
Ngawi;5,642;6,783;10,573;11,917;  0.24 ;  0.50 ;  1.00 ;  2.60 ;0;  0.35 ;0;0;Desember 2022
Bojonegoro;5,417;6,2;9;10,5;  3.62 ;0;  2.14 ;  6.82 ;0;0;0;0;Desember 2022
Tuban;5,731;6,788;9,975;11,917;  5.04 ;0;0;  0.03 ;0;  0.35 ;0;0.8;Desember 2022
Lamongan;;6,025;9,5;10,875;0;0;  0.28 ;  1.57 ;0;  0.28 ;0;0;Desember 2022
Gresik;;6,254;9,827;11,187;  15.80 ;  0.42 ;  21.15 ;  22.35 ;0;  1.00 ;0;0.2;Desember 2022
Bangkalan;;6,051;9,969;11,779;  0.50 ;0;  15.20 ;  6.80 ;0;  1.35 ;0;0;Desember 2022
Sampang;;;9,32;11,379;  0.50 ;  1.40 ;  11.10 ;  2.80 ;0;  4.00 ;0;84;Desember 2022
Pamekasan;;;8,5;11;0;  3.85 ;  13.60 ;  10.52 ;0;  0.75 ;0;5;Desember 2022
Sumenep;;;9,427;;0;  0.25 ;  14.50 ;  7.65 ;  0.40 ;  3.50 ;0;0;Desember 2022
Kota Kediri;;;;;  0.40 ;0;  14.40 ;  3.00 ;0;0;0;0;Desember 2022
Kota Blitar;;;;;0;  0.20 ;  10.65 ;  10.10 ;  0.90 ;0;0;0;Desember 2022
Kota Malang;;;;;  1.20 ;  1.60 ;  11.10 ;  3.20 ;  0.50 ;  1.30 ;0;0;Desember 2022
Kota Probolinggo;;;;;  11.70 ;0;  4.20 ;  3.00 ;0;  1.00 ;0;0;Desember 2022
Kota Pasuruan;;;;;  0.69 ;  0.54 ;  1.00 ;  6.16 ;0;  1.00 ;0;0;Desember 2022
Kota Mojokerto;;;;;  4.00 ;0;0;  0.50 ;0;0;0;0;Desember 2022
Kota Madiun;;;;;  1.00 ;0;  0.52 ;  1.55 ;0;  1.50 ;0;0;Desember 2022
Kota Surabaya;;;;;  43.93 ;  9.86 ;  8.21 ;  9.45 ;0;  11.44 ;0;365;Desember 2022
Kota Batu;;;;;0;  0.15 ;0;0;0;0;0;150;Desember 2022
Pacitan;;6,31;8,904;11,7;  75.77 ;  21.74 ;  46.40 ;  36.20 ;0;  1.00 ;0;20;Januari 2023
Ponorogo;5,77;6;10,487;12,5;  13.20 ;0;  20.00 ;  17.00 ;0;  21.00 ;0;28;Januari 2023
Trenggalek;5,233;6,3;9,7;10,2;  15.00 ;0;  16.50 ;  4.30 ;0;  1.10 ;0;0;Januari 2023
Tulungagung;5,675;6,444;9,834;10,981;  191.37 ;0;  5.75 ;  8.80 ;0;  1.50 ;0;0;Januari 2023
Blitar;5,41;6,263;10,483;11,221;  1.40 ;0;0;  1.10 ;0;0;0;0;Januari 2023
Kediri;5,975;7,013;10,375;11;0;0;0;  1.00 ;0;  1.00 ;0;457;Januari 2023
Malang;;;;;  4.60 ;0;0;  2.70 ;0;  0.25 ;0;0;Januari 2023
Lumajang;5,377;6,12;10,545;10,7;0;0;0;0;0;0;0;0;Januari 2023
Jember;5,4;6,2;9,5;11,5;  12.30 ;0;0;  3.00 ;0;  2.30 ;0;0;Januari 2023
Banyuwangi;5,434;6,217;9,635;11;0;0;0;0;0;0;0;0;Januari 2023
Bondowoso;5,503;6,225;9,757;11,563;0;0;0;0;0;0;0;0;Januari 2023
Situbondo;5,4;6,2;9,8;11;0;0;0;  0.30 ;0;  0.30 ;0;0;Januari 2023
Probolinggo;5,8;6,7;10,275;11,375;0;0;0;0;0;0;0;0;Januari 2023
Pasuruan;4,869;5,73;10,406;11,13;0;0;0;0;0;0;0;0;Januari 2023
Sidoarjo;5,55;6,8;10,406;11,278;0;0;0;  0.28 ;0;0;0;0;Januari 2023
Mojokerto;5,488;6,445;10,025;11,24;0;0;  1.50 ;0;0;0;0;1,295.00;Januari 2023
Jombang;5,7;6,567;9,733;11,5;0;0;0;  1.80 ;0;0;0;;Januari 2023
Nganjuk;;6,5;10;11,475;0;0;0;0;0;0;0;;Januari 2023
Madiun;5,7;6,55;9,75;10,5;  402.26 ;  41.71 ;  220.30 ;  175.83 ;  1.80 ;  61.46 ;0;;Januari 2023
Magetan;;6,521;10,438;11,625;  3.00 ;0;0;0;0;0;0;;Januari 2023
Ngawi;;6,25;10,567;11,913;0;0;  3.34 ;  2.03 ;0;  1.64 ;0;;Januari 2023
Bojonegoro;5,733;6,589;9,5;10,944;0;  2.00 ;  1.19 ;  0.55 ;0;  0.75 ;0;;Januari 2023
Tuban;5,921;6,85;10,225;12;  3.32 ;0;  4.95 ;  13.90 ;0;0;0;;Januari 2023
Lamongan;5,347;5,98;9,34;10,733;  1.94 ;0;  0.15 ;  0.68 ;0;  0.39 ;0;;Januari 2023
Gresik;;6,345;9,928;11,48;  0.78 ;0;  1.64 ;  3.18 ;0;  0.40 ;0;;Januari 2023
Bangkalan;;6,216;9,966;12;  15.75 ;0;  20.17 ;  29.31 ;0;  0.60 ;0;;Januari 2023
Sampang;;;9,15;11,5;0;  3.40 ;  14.70 ;  6.25 ;  0.25 ;  0.20 ;0;;Januari 2023
Pamekasan;;5,3;9;11;  0.90 ;  2.90 ;  13.20 ;  11.15 ;0;  5.55 ;0;;Januari 2023
Sumenep;;;9,75;;0;  4.95 ;  5.33 ;  10.53 ;0;0;0;;Januari 2023
Kota Kediri;;;;;  10.80 ;  0.65 ;  21.15 ;  13.00 ;  0.30 ;  4.90 ;0;;Januari 2023
Kota Blitar;;;;;0;  0.30 ;  13.00 ;  15.80 ;  0.50 ;  0.60 ;0;;Januari 2023
Kota Malang;;;;;0;  0.70 ;  11.56 ;  3.63 ;  3.10 ;0;0;;Januari 2023
Kota Probolinggo;;;;;  3.20 ;  0.70 ;  3.06 ;  0.80 ;  1.26 ;  0.20 ;0;;Januari 2023
Kota Pasuruan;;;;;  94.25 ;0;  2.00 ;  7.00 ;0;0;0;;Januari 2023
Kota Mojokerto;;;;;  2.00 ;  0.50 ;  3.22 ;  11.24 ;0;0;0;;Januari 2023
Kota Madiun;;;;;  1.00 ;0;  0.50 ;  0.30 ;0;0;0;;Januari 2023
Kota Surabaya;;;;;  2.11 ;0;  1.01 ;  2.20 ;0;  0.40 ;0;;Januari 2023
Kota Batu;;;;;  55.90 ;0;  11.13 ;  23.00 ;0;  19.46 ;0;;Januari 2023
Pacitan;4,2;6,158;9,575;12,163;  0.20 ;0;0;  0.20 ;0;  0.08 ;0;;Februari 2023
Ponorogo;5,4;6,5;10,308;12,367;  67.65 ;  20.20 ;  26.92 ;  24.65 ;0;  0.36 ;7.6;;Februari 2023
Trenggalek;5,4;6,55;10;10,85;  56.30 ;  2.25 ;  7.40 ;  42.50 ;0;  17.50 ;0;;Februari 2023
Tulungagung;5,941;6,813;10,764;11,867;  2.80 ;0;  48.00 ;  24.40 ;0;  9.50 ;0;;Februari 2023
Blitar;5,552;6,47;10,5;11,439;  254.22 ;0;  17.42 ;  28.20 ;0;  10.64 ;0;;Februari 2023
Kediri;5,723;6,917;11,022;11,918;  14.15 ;0;0;  9.05 ;0;  2.70 ;0;;Februari 2023
Malang;5,966;6,845;10,803;11,593;  8.10 ;0;  12.50 ;  72.50 ;0;  11.50 ;0;;Februari 2023
Lumajang;5,57;6,35;11,109;11,25;  7.90 ;0;0;  45.90 ;0;  18.25 ;0;;Februari 2023
Jember;5,549;6,479;10,197;11,687;  10.00 ;0;0;  39.40 ;0;0;0;;Februari 2023
Banyuwangi;5,627;6,476;10,158;11,438;  47.80 ;0;0;  50.70 ;0;  28.60 ;0;;Februari 2023
Bondowoso;5,396;6,303;10,229;11,675;0;0;  0.14 ;  0.28 ;0;0;0;;Februari 2023
Situbondo;5,556;6,598;10,217;11,429;0;0;0;0;0;0;0;;Februari 2023
Probolinggo;5,509;6,591;10,421;11,529;  0.50 ;0;0;  0.70 ;0;  0.40 ;0;;Februari 2023
Pasuruan;5,407;6,325;10,264;11,33;0;0;0;  1.20 ;0;0;0;;Februari 2023
Sidoarjo;5,518;6,89;10,752;11,898;0;0;0;0;0;0;0;;Februari 2023
Mojokerto;5,593;6,573;10,517;11,487;  0.98 ;0;0;  1.28 ;0;0;0;;Februari 2023
Jombang;5,735;6,555;10,175;11,485;  1.50 ;0;  0.43 ;0;0;0;7.6;;Februari 2023
Nganjuk;5,5;6,533;9,433;12,222;0;0;0;  1.50 ;0;0;0;;Februari 2023
Madiun;5,716;6,703;10,65;11,933;0;0;0;  0.40 ;0;0;0;;Februari 2023
Magetan;4,867;6,453;10,583;12;  667.05 ;  38.55 ;  244.11 ;  497.41 ;  5.41 ;  134.62 ;0;;Februari 2023
Ngawi;4,917;6,665;10,849;12,125;0;0;1;0.1;0;0;0;;Februari 2023
Bojonegoro;5,62;6,708;10,31;11,619;0.42;3.01;0;41.35;0;6.46;0;;Februari 2023
Tuban;5,55;6,667;10,383;11,813;0.67;36.16;0.6;4.75;0;0.15;0;;Februari 2023
Lamongan;5,42;6,237;9,637;10,867;2.95;1.71;4.29;19.78;0;0;0;;Februari 2023
Gresik;5,563;6,529;10,123;11,629;2.04;4.53;0;1.69;0;0.4;0;;Februari 2023
Bangkalan;5,342;6,231;10,647;11,982;1.17;27.37;2.15;30.56;0;5.64;0;;Februari 2023
Sampang;4,633;5,417;9,354;10,635;7.45;8.4;19.35;26.8;0;0.3;0;;Februari 2023
Pamekasan;4,5;5,375;9,563;12,213;5;6.3;19.2;10;0;0.7;0;;Februari 2023
Sumenep;5,25;;9,954;;4.1;6.95;8.8;34.1;0;3;0;;Februari 2023
Kota Kediri;;;;;0.6;7.35;18.35;12.35;0;3.5;0;;Februari 2023
Kota Blitar;;;;;10.65;0.8;21.8;30;0.3;5.7;0;;Februari 2023
Kota Malang;;;;;0;0.6;15.3;28.2;0;10.8;0;;Februari 2023
Kota Probolinggo;;;;;15.7;64.35;19.8;8.75;3.45;16.5;0;;Februari 2023
Kota Pasuruan;;;;;3.4;1.5;3.72;3.3;0.3;0;0;;Februari 2023
Kota Mojokerto;;;;;61.1;0;0.2;19.1;0;1.1;0;;Februari 2023
Kota Madiun;;;;;8.87;2.5;2.35;22.12;0;1.82;0;;Februari 2023
Kota Surabaya;;;;;18.66;14.69;0;141.31;0;1.28;0;;Februari 2023
Kota Batu;;;;;10.24;2.73;3.18;26.28;0;7.9;0;;Februari 2023
Pacitan;4,552;5,781;9,933;12,206;46.22;33.54;8.3;33.05;0;3.5;0;;Maret 2023
Ponorogo;4,967;5,885;9,522;11,5;1.5;0.1;0;0;0;0;0;;Maret 2023
Trenggalek;4,578;5,717;9,533;10,267;11.9;1.46;4.06;20.65;0;1.06;7.6;;Maret 2023
Tulungagung;4,888;6,121;9,977;11,294;0;44.9;57.5;12.75;0;92.45;0;;Maret 2023
Blitar;5,022;6,294;10,078;11,207;4;4.51;29;6.3;0;7.3;0;;Maret 2023
Kediri;5,064;6,407;9,846;10,476;31;16.05;366.54;132.9;0;72.42;1.5;;Maret 2023
Malang;5,552;6,408;10,434;11,157;0.7;2.7;2.9;20.65;0;7.8;23;;Maret 2023
Lumajang;5,163;6,35;10,561;;1;0.5;20;49.6;0;21.5;0;;Maret 2023
Jember;4,918;6,189;10,439;12,041;0;0.2;8.3;34.2;0;2.35;0;;Maret 2023
Banyuwangi;5,201;6,083;10,208;11,209;31;24;3.7;70.1;0;17.4;0;;Maret 2023
Bondowoso;4,915;6,166;10,389;11,694;11.2;3;14.8;46.1;0;24.7;0;;Maret 2023
Situbondo;5,033;6,083;10,333;11,5;3;0;1.05;1.54;0;0.35;0;;Maret 2023
Probolinggo;4,841;6,516;10,211;11,414;0;0;0;0;0;0.2;0;;Maret 2023
Pasuruan;4,722;5,675;9,563;11,31;0.2;0;0;0.2;0;0.5;0;;Maret 2023
Sidoarjo;4,925;5,914;10,186;11,225;0;0;0.8;0.65;0;2.9;0;;Maret 2023
Mojokerto;4,933;5,975;10,321;11,583;0;0;0;0;0;0;0;;Maret 2023
Jombang;5,103;6,115;10,5;11,65;1.06;0;0;1.35;0;0;0;;Maret 2023
Nganjuk;4,867;5,733;10,167;11,667;3.5;0;0;1.56;0;0;32.1;;Maret 2023
Madiun;5,233;6,42;10,5;12;0;0.1;0;3.3;0;0;0;;Maret 2023
Magetan;5,359;6,386;10,525;12,213;0;0;0;0.2;0;0;0;;Maret 2023
Ngawi;5,009;6,366;10,75;11,95;299.3;320.01;657.04;895.64;4.05;319.68;0.8;;Maret 2023
Bojonegoro;5,166;6,295;10,07;11,281;0;0;0;0;0;0;8;;Maret 2023
Tuban;5,372;6,453;9,76;11,129;1;14.2;0.63;1.78;0;0.59;0;;Maret 2023
Lamongan;4,971;5,892;9,708;11,313;0.76;10.1;0.32;4.33;0;2;0;;Maret 2023
Gresik;4,961;6,1;10,332;11,629;2.75;0.21;18.42;15.48;0;0;0;;Maret 2023
Bangkalan;4,736;5,988;10,138;12;1;2.07;0.31;1.33;0;2.12;2;;Maret 2023
Sampang;4,609;5,792;8,436;9,506;4.9;5.45;0.65;15.03;0;3.81;0;;Maret 2023
Pamekasan;4,551;5,556;9,719;11,719;9.6;4.05;14.85;29.85;0;0.3;35.5;;Maret 2023
Sumenep;;;9,816;;4.3;6.5;22.4;12;0;9.45;0;;Maret 2023
Kota Kediri;;;;;0.4;7;6.3;21.55;0;3.15;0;;Maret 2023
Kota Blitar;;;;;0;4.17;11.5;24.45;0;1.75;0;;Maret 2023
Kota Malang;;;;;0;0.9;18.4;44.2;1.35;10.45;0;;Maret 2023
Kota Probolinggo;;;;;0;0;13.9;13.2;0;5.4;0;;Maret 2023
Kota Pasuruan;;;;;1.95;4.9;112.1;24.65;3.8;32.2;0;;Maret 2023
Kota Mojokerto;;;;;2.8;1.1;1.3;5.3;0.4;0;0;;Maret 2023
Kota Madiun;;;;;37.6;0.3;3.7;16.9;0;2.55;0.37;;Maret 2023
Kota Surabaya;;;;;4.32;0.8;1.65;23.43;0.28;2.12;0;;Maret 2023
Kota Batu;;;;;0.5;11.8;0.5;58;0;0.7;0;;Maret 2023
;;;;;0.28;0.5;0.34;10.88;0;3.71;0;;
;;;;;19.4;16.27;5;21.04;0;5.45;0;;
;;;;;0;1.65;0;0;0;0;0;;
;;;;;10.72;0.7;3.05;6.14;0;5.66;1;;
;;;;;0.5;0;26.35;1;0;8.85;0.7;;
;;;;;0;7;21.9;8;0;2.5;0;;
;;;;;7.3;0;92.73;19.04;0;0.42;0;;
;;;;;14.85;0;1.5;6.75;0;1.3;0;;
;;;;;0;0;11.5;17.2;0;2;0;;
;;;;;1.2;0;0.6;10;0;4.8;0;;
;;;;;0.5;2;0;5;0;8.5;0;;
;;;;;5.8;0;1.2;14.2;0;14.4;0;;
;;;;;0.49;0.42;0.35;0.84;0;0.56;0;;
;;;;;0.07;0;0;2.82;0;0;0;;
;;;;;0;0;0;1.8;0;0;0;;
;;;;;0;0;0;2.7;0.85;0.6;0;;
;;;;;0;0;0;0;0;0;0;;
;;;;;0.9;0;0;1.5;0;0;0;;
;;;;;0;0;0;0;0;0;48.37;;
;;;;;0;0.05;0;0.1;0;0;;;
;;;;;0;0;0;0.1;0;0;;;
;;;;;133.89;102.14;391.45;440.59;6.68;135.34;;;
;;;;;0;0;0.75;4;0;0.2;;;
;;;;;0;0.25;0;3.9;0;1.75;;;
;;;;;1.21;0.55;0.6;1.84;0;0.42;;;
;;;;;2.61;0;13.72;7.82;0;0;;;
;;;;;0.14;0;0.36;0.75;0;6.29;;;
;;;;;2;1.41;2.18;6.1;0;0.5;;;
;;;;;6.4;0.6;11.1;25.3;0;0.4;;;
;;;;;4.3;2.9;24.55;10.4;0;7.55;;;
;;;;;0;5.3;11.75;8;0;2.4;;;
;;;;;0.6;3.8;16.85;6.45;0;0.5;;;
;;;;;0;0;17.7;20.85;0.6;1.25;;;
;;;;;0;0.5;54.9;5.3;0;0;;;
;;;;;0;5;2.6;1.05;0;14.3;;;
;;;;;2.6;0;2.9;1.25;2.9;0;;;
;;;;;14.55;0;1.7;19.5;0;1.45;;;
;;;;;3.6;2.46;1.82;17.7;0.17;2.15;;;
;;;;;0;2;0;3.5;0;0;;;
;;;;;1.88;0;0.6;1.7;0;11.97;;;
;;;;;4.75;12.45;15.5;36.35;0;15.25;;;
;;;;;0;0;0;1.4;0;0.5;;;
;;;;;18.81;0;3.41;5.01;0;0.4;;;
;;;;;2.2;0;42.3;56.2;0;21.5;;;
;;;;;0.3;0;24.7;10.5;0;8.5;;;
;;;;;23.6;0;34.6;1.1;0;10.69;;;
;;;;;24.65;0;2.4;31.8;0;1.65;;;
;;;;;0;0;0;15.6;0;7.85;;;
;;;;;9.2;0;0.2;23.45;0;9.5;;;
;;;;;0;0;0.2;3.5;0;3;;;
;;;;;1.5;0;4.1;11.5;0;6.9;;;
;;;;;0;0;0;0.35;0;0.28;;;
;;;;;0;0;0;0;0;0;;;
;;;;;0.02;0;0;0.2;0;0.2;;;
;;;;;0;0;0;0;0;0.4;;;
;;;;;0;0;0;0;0;0;;;
;;;;;0.5;0;0;1;0;0;;;
;;;;;0;0;0;0;0;0;;;
;;;;;0.1;0;0;0.6;0;0;;;
;;;;;0;0;0;0.2;0;0;;;
;;;;;125.52;37.22;291.49;344.17;3.67;137.75;;;
;;;;;0;0.2;0;1;0;2;;;
;;;;;0;0;13.44;16.25;0;1.68;;;
;;;;;0.65;0.75;1.75;3.95;0;0.25;;;
;;;;;6.52;0;4.8;9.57;0;0.28;;;
;;;;;1.5;2;0.96;0.26;0;1.08;;;
;;;;;0.5;1.34;8.34;22.64;0;0.34;;;
;;;;;21.2;1;16.25;25.85;0;0.6;;;
;;;;;2;3.65;19.7;6.6;0;2;;;
;;;;;0.25;7.8;7.3;6.3;0;4.6;;;
;;;;;0.35;6.2;12.9;7.95;0;1;;;
;;;;;3.5;1.8;13.7;21.95;1;5.3;;;
;;;;;0;0;15.1;9;0;1.5;;;
;;;;;10.3;4;3;2.45;1.2;24;;;
;;;;;1.5;7.7;4.1;1.6;1.7;0.7;;;
;;;;;22.2;4.5;2;8.15;0;1;;;
;;;;;2.97;31.72;0.95;11.06;1.22;0.7;;;
;;;;;0.56;121.26;1.12;6.7;0;0;;;
;;;;;5.35;2;2.64;11.48;0;8.54;;;
;;;;;15.35;2.62;19.21;36.15;0;16.55;;;
;;;;;0.5;0.85;0;0.95;0;0.95;;;
;;;;;13.67;0;1.08;7.44;0;0;;;
;;;;;3.7;155.4;14.4;76.5;0;15.9;;;
;;;;;4.7;2;25.8;23.8;0;5.2;;;
;;;;;16.12;140.15;127.53;22.05;0;5.38;;;
;;;;;11.2;0.8;11.1;7.95;0;1.5;;;
;;;;;3.8;0.3;3.05;24.3;0;14;;;
;;;;;4.1;0.3;0.9;20.25;0;13.65;;;
;;;;;5.15;2.67;0.5;6.75;0;2;;;
;;;;;5;0;7;31.7;0;22.7;;;
;;;;;0;0;1.47;2.24;0;0.28;;;
;;;;;0.14;0;0;0;0;0;;;
;;;;;0;0;0.1;0.6;0;0;;;
;;;;;0;0;0;0.95;0;0;;;
;;;;;3;6;0.6;0;0;0;;;
;;;;;0.35;3.85;0;1;0;0;;;
;;;;;0;0.78;2;0;0;0;;;
;;;;;0;0;0;0.53;0;0.26;;;
;;;;;0;0.02;0;0.1;0;0;;;
;;;;;166.13;511.67;342.79;436.02;5.12;153.94;;;
;;;;;0;0.06;0;5.05;0;3;;;
;;;;;0.42;2.28;11.56;21.92;0;11.4;;;
;;;;;0.15;25.7;0.52;7.35;0;0.79;;;
;;;;;2.61;0;4.86;13.18;0;0;;;
;;;;;2.66;0.36;0.57;1.3;0;0.4;;;
;;;;;11.78;2.83;5.88;15.06;0;0.14;;;
;;;;;11.6;1.15;20.3;14.95;0;0.9;;;
;;;;;0;5.85;26.1;12.35;0.25;4.5;;;
;;;;;16.2;15.65;6.15;17.7;0;3.9;;;
;;;;;0.25;6.52;13.2;18.05;0;1;;;
;;;;;0.15;3;18.5;31.55;0.5;4.4;;;
;;;;;0;4.3;10;26.2;0;5.1;;;
;;;;;0;0;26.5;6.5;0.6;0;;;
;;;;;2.2;0.5;4.12;4.5;0.4;0;;;
;;;;;71.5;0;3.7;8.7;0;0.7;;;
;;;;;2.15;0.69;2.98;22.01;0;0.28;;;
;;;;;13.94;0;4.25;24.84;0;0;;;
;;;;;9.74;0;4.43;27.08;0;5.5;;;
;;;;;18;7.23;13.2;38.5;0;11.02;;;
;;;;;1.4;0;5.65;2.8;0;0;;;
;;;;;27.56;0.65;6;24.28;0;2.06;;;
;;;;;25.7;170.15;101.5;101.4;0;42.15;;;
;;;;;7.4;16.6;40.9;52.8;0;6;;;
;;;;;219.65;3;28.2;585.81;0;74.97;;;
;;;;;6.55;1.14;4.65;38.7;0;4.85;;;
;;;;;16;0;12;111.2;0;58;;;
;;;;;5.7;0;0;80.05;0;15.1;;;
;;;;;61.5;0.5;0;87.2;0;1.3;;;
;;;;;29.7;0;5.2;77;0;26.7;;;
;;;;;0;0;0.56;0.95;0;0;;;
;;;;;0.1;0;0;0;0;0;;;
;;;;;0;0;0;1.2;0;0;;;
;;;;;0;0;0.4;1.85;0;0;;;
;;;;;0;0;0;0;0;0;;;
;;;;;1.13;0;0;1.55;0;0;;;
;;;;;2;0.86;0.43;0.78;0;0;;;
;;;;;0;0;0;1.8;0;0;;;
;;;;;0;0;0;0;0;0;;;
;;;;;567.74;269.02;382.3;  1,486.16 ;1.75;284.16;;;
;;;;;1;2.3;10.05;0.25;0;0.7;;;
;;;;;1.5;6.24;16;3.75;0;2.52;;;
;;;;;0.25;4.32;0.57;3.4;0;0.55;;;
;;;;;5.06;2.67;6.53;8.03;0;0.7;;;
;;;;;0.17;1.17;0.27;0.63;0;0.07;;;
;;;;;0.5;8.71;3.97;12.28;0;0.14;;;
;;;;;16.9;0.5;21.6;41.45;0;0.2;;;
;;;;;1.4;0.4;16.5;6.35;0;4.8;;;
;;;;;0.75;10.45;5.3;6.5;0;7.62;;;
;;;;;1;4.5;20.55;6.45;0;0;;;
;;;;;0;5.8;13.15;15.2;1.3;2.3;;;
;;;;;0;0;1.2;14.3;0;1.6;;;
;;;;;0;1.1;1;21.8;1;3;;;
;;;;;4;2.1;5.4;0.8;0.2;0.7;;;
;;;;;91.5;10.3;1.8;7.8;0;0.7;;;
;;;;;6;14.76;1.24;14.37;0;0.7;;;
;;;;;26.5;43.59;5;5;0;0;;;
;;;;;8.98;9.45;1.56;4.65;0;0.25;;;
;;;;;8.12;56.97;10.19;17.45;0;14.9;;;
;;;;;0;3.04;0;0.75;0;0;;;
;;;;;86.96;15.79;2.83;36.07;0;0;;;
;;;;;6;268.85;4.1;11.5;0;8.9;;;
;;;;;18;41.3;18.9;15;0;5;;;
;;;;;3.22;652.27;35.7;0.6;0;12.6;;;
;;;;;2.4;8.95;2.1;3;0;0.2;;;
;;;;;3.2;0;1;20.8;0;17.75;;;
;;;;;0.5;0;1.7;1;0;2;;;
;;;;;4;0;4.5;2.75;0;1.5;;;
;;;;;0;0.6;3.6;30.3;0;13;;;
;;;;;0.49;2.1;0.42;0;0;0;;;
;;;;;0;0;0;0;0;0;;;
;;;;;0;0;0;0.9;0;0;;;
;;;;;0;0;0;0;0;0;;;
;;;;;5;3.2;1.2;0;0.2;0;;;
;;;;;1.5;0.5;0;0.5;0;0;;;
;;;;;0;1.65;0.25;0.5;0;0;;;
;;;;;2;0.6;0;2.53;0;0.2;;;
;;;;;0;0;0;0.1;0;0;;;
;;;;;306.9;  1,184.18 ;218.18;  316.76 ;2.7;102.6;;;
;;;;;0;0;0.01;0;0;0;;;
;;;;;0;16.53;0.21;7;0;0;;;
;;;;;0.1;62.55;0;0.75;0;0.59;;;
;;;;;0.24;8.42;4.84;2.95;0;0;;;
;;;;;2.82;0.3;0.14;1.43;0;0;;;
;;;;;1.21;2.92;3.71;2.23;0;0;;;
;;;;;10.6;0;23.5;28.2;0;0.5;;;
;;;;;1.7;1;24.1;8.45;1;0;;;
;;;;;0.25;11.1;4.95;4.9;0;3.55;;;
;;;;;2.5;10.05;33.2;7.25;0;1.5;;;
;;;;;0;11.2;10.15;18.45;1.4;3.15;;;
;;;;;0;0;7.6;5.5;0;1.3;;;
;;;;;0.6;24.5;3.05;7.15;6.1;4;;;
;;;;;5.5;5.75;7.6;2.5;0.1;0.8;;;
;;;;;179.55;4.9;1.6;13.3;0;0;;;
;;;;;9.35;6.12;1.15;10.02;0;0.14;;;
;;;;;13.56;29.01;0;1;0;0.7;;;
;;;;;4.7;10.24;3.24;0.9;0;0;;;
;;;;;6.93;25.8;5.1;13.01;0;3.49;;;
;;;;;0;4.7;0;0.7;0;0;;;
;;;;;19.7;6.55;2.52;5.16;0;0;;;
;;;;;4.9;0.15;1.5;5.5;0;0;;;
;;;;;17.25;20.55;4.2;0;0;0;;;
;;;;;2.2;56.76;4.3;0;0;0.97;;;
;;;;;2.7;13.05;0.3;1.3;0;0.2;;;
;;;;;0.2;0;0;7.9;0;0;;;
;;;;;0.6;0;0;0.2;0;0;;;
;;;;;2;0;0;0;0;1;;;
;;;;;0;0.2;18;9.1;0;3.3;;;
;;;;;0;0.25;0;0;0;0;;;
;;;;;0.28;0;0;0.07;0;0;;;
;;;;;0.4;0;0;2.1;0;0;;;
;;;;;0;0;0.3;0;0;0;;;
;;;;;15.3;1;0.6;0;0.2;0;;;
;;;;;3;0;0;0.5;0;0;;;
;;;;;0;0.5;0;1.5;0;0;;;
;;;;;0;0.1;0;2.64;0;0.2;;;
;;;;;0;0;0;0;0;0;;;
;;;;;308.14;334.2;165.87;171.66;8.8;25.39;;;
;;;;;0;0;0;9.9;0;0.4;;;
;;;;;0;0.25;0.21;0;0;0;;;
;;;;;0.34;0.45;0.3;0.55;0;0.36;;;
;;;;;1.52;0;1.39;2.19;0;0.24;;;
;;;;;0.42;0;0.28;0.33;0;0;;;
;;;;;0;0;0.32;1.21;0;0.12;;;
;;;;;10.4;0.4;16.3;33.8;0;0.2;;;
;;;;;4.05;1.2;19.8;12.2;0;0;;;
;;;;;0;1.45;4.45;3.7;0;0.85;;;
;;;;;5.5;3.25;18.4;5.8;0;0.5;;;
;;;;;1;1.3;13.85;14.8;1.4;1.2;;;
;;;;;0;0.2;9;5.6;0;0.2;;;
;;;;;0;0;0;0.55;1.4;0;;;
;;;;;1.6;1;3.7;2.5;0;0.2;;;
;;;;;17.5;4.53;7.5;10.75;0;0.45;;;
;;;;;2.79;1.67;1.01;10.85;0;0.44;;;
;;;;;2.5;1.12;0;6.5;0;0;;;
;;;;;2.3;0;0.8;0.26;0;0;;;
;;;;;2.31;0;7.64;11.54;0;2.08;;;
;;;;;0;0;0;0;0;0;;;
;;;;;25.99;0.25;5.82;2.96;0;0;;;
;;;;;4.95;0;27.5;6;0;4.5;;;
;;;;;3;26.4;21.2;2.2;0;0;;;
;;;;;1;0.9;51.5;9.24;0;0;;;
;;;;;2.55;0.8;0.2;3.05;0;1.6;;;
;;;;;0;0;0;1.5;0;1.5;;;
;;;;;1;0;0;1.5;0;0;;;
;;;;;0;0;0;0.3;0;0.3;;;
